number	recipe_name	ingredients	cooking_time
1798	Картофель с мясом в духовке	11 ИНГРЕДИЕНТОВ	1 час 30 минут
1799	Глинтвейн	7 ИНГРЕДИЕНТОВ	15 минут
1800	Суфле из шпината, петрушки и тофу	7 ИНГРЕДИЕНТОВ	20 минут
1801	Утка с яблоками и гречкой	7 ИНГРЕДИЕНТОВ	2 часа
1802	Маринованные опята	9 ИНГРЕДИЕНТОВ	40 минут
1803	Семга, запеченная в духовке	8 ИНГРЕДИЕНТОВ	40 минут
1804	Мисо-суп	12 ИНГРЕДИЕНТОВ	30 минут
1805	Кролик в красном вине	15 ИНГРЕДИЕНТОВ	1 час 30 минут
1806	Блины на кефире	11 ИНГРЕДИЕНТОВ	1 час
1807	Картофельные пончики Джузеппе Дави	9 ИНГРЕДИЕНТОВ	2 часа
1808	Маринованный арбуз	11 ИНГРЕДИЕНТОВ	15 минут
1809	Каша рисовая с тыквой	4 ИНГРЕДИЕНТА	30 минут
1810	Брокколи в азиатском стиле с булгуром и кедровыми орехами кимчи	17 ИНГРЕДИЕНТОВ	15 минут
1811	Французский завтрак	4 ИНГРЕДИЕНТА	15 минут
1812	Гречневая паэлья	7 ИНГРЕДИЕНТОВ	30 минут
1813	Кукурузное печенье	6 ИНГРЕДИЕНТОВ	1 час 30 минут
1814	Греческий салат с зеленью	11 ИНГРЕДИЕНТОВ	10 минут
1815	Паэлья с кроликом	13 ИНГРЕДИЕНТОВ	1 час
1816	Песочное печенье по-шотландски (Scottish butter cookies)	5 ИНГРЕДИЕНТОВ	1 час
1817	Куриные ножки с кунжутом по-восточному	5 ИНГРЕДИЕНТОВ	40 минут
1818	Красная шакшука	14 ИНГРЕДИЕНТОВ	15 минут
1819	Мягкое шоколадное печенье с M&M’s	10 ИНГРЕДИЕНТОВ	30 минут
1820	Гречневая лапша с курицей-терияки	13 ИНГРЕДИЕНТОВ	30 минут
1821	Теплый салат с бататом и помидорами конфи	13 ИНГРЕДИЕНТОВ	40 минут
1822	Утка с пряными фруктами	20 ИНГРЕДИЕНТОВ	2 часа 20 минут
1823	Пастуший пирог с бараньей лопаткой	15 ИНГРЕДИЕНТОВ	5 часов
1824	Яблочный пирог «Цветаевский»	7 ИНГРЕДИЕНТОВ	1 час 20 минут
1825	Быстрый тыквенный пирог с корицей	9 ИНГРЕДИЕНТОВ	55 минут
1826	Брауни классический	5 ИНГРЕДИЕНТОВ	40 минут
1827	Суп с собой, шпинатом и тофу	11 ИНГРЕДИЕНТОВ	45 минут
1828	Шашлык из говядины	6 ИНГРЕДИЕНТОВ	20 минут
1829	Английские котлеты с лососем, брокколи и картофельным пюре	10 ИНГРЕДИЕНТОВ	40 минут
1830	Маафе	12 ИНГРЕДИЕНТОВ	3 часа
1831	Овощной бульон	13 ИНГРЕДИЕНТОВ	1 час
1832	Смузи из манго	4 ИНГРЕДИЕНТА	10 минут
1833	Торт «Прага» со сметанным кремом	7 ИНГРЕДИЕНТОВ	1 час 30 минут
1834	Медовые свиные ребра	8 ИНГРЕДИЕНТОВ	35 минут
1835	Быстрые шоколадные маффины	7 ИНГРЕДИЕНТОВ	1 час
1836	Хлебный пудинг	9 ИНГРЕДИЕНТОВ	50 минут
1837	Чебуреки с тыквой и сыром	11 ИНГРЕДИЕНТОВ	1 час
1838	Курица с грибами в духовке	9 ИНГРЕДИЕНТОВ	30 минут
1839	Закуска из поросячьих ушек	13 ИНГРЕДИЕНТОВ	3 часа 30 минут
1840	Ванильная творожная запеканка	7 ИНГРЕДИЕНТОВ	25 минут
1841	Щавель с яйцом	8 ИНГРЕДИЕНТОВ	20 минут
1842	Лимонный мусс	4 ИНГРЕДИЕНТА	30 минут
1843	Брокколи, запеченная в духовке, с яйцами и травами	9 ИНГРЕДИЕНТОВ	25 минут
1844	Шоколадно-банановая шарлотка	6 ИНГРЕДИЕНТОВ	30 минут
1845	Запеченная кефаль	9 ИНГРЕДИЕНТОВ	55 минут
1846	Шакшука (яичница с помидорами)	13 ИНГРЕДИЕНТОВ	30 минут
1847	Самса	10 ИНГРЕДИЕНТОВ	2 часа
1848	Запеканка картофельная	5 ИНГРЕДИЕНТОВ	30 минут
1849	Капрезе с бальзамическим уксусом	7 ИНГРЕДИЕНТОВ	15 минут
1850	Лобиани	14 ИНГРЕДИЕНТОВ	3 часа
1851	Руккола с тигровыми креветками и авокадо	13 ИНГРЕДИЕНТОВ	15 минут
1852	Бабка с сахаром и корицей	10 ИНГРЕДИЕНТОВ	1 час
1853	Кролик, запеченный с тимьяном	8 ИНГРЕДИЕНТОВ	1 час
1854	Бургеры из нута	14 ИНГРЕДИЕНТОВ	20 минут
1855	Тушеный картофель с тушенкой и зеленью	11 ИНГРЕДИЕНТОВ	45 минут
1856	Говядина в томатном соусе с карри	10 ИНГРЕДИЕНТОВ	40 минут
1857	Салат с айвой, свеклой, маринованными огурцами и каперсами	11 ИНГРЕДИЕНТОВ	20 минут
1858	Легкий коктейль	2 ИНГРЕДИЕНТА	5 минут
1859	Чизкейк без выпечки	10 ИНГРЕДИЕНТОВ	1 час
1860	Гюцпот	10 ИНГРЕДИЕНТОВ	4 часа
1861	Лигурийский песто	6 ИНГРЕДИЕНТОВ	10 минут
1862	Коктейль «Кровавая Мэри» Дениса Темного	7 ИНГРЕДИЕНТОВ	5 минут
1863	Крабсбургеры	10 ИНГРЕДИЕНТОВ	25 минут
1864	Пирожки из французского теста	6 ИНГРЕДИЕНТОВ	45 минут
1865	Треска в духовке	9 ИНГРЕДИЕНТОВ	30 минут
1866	Закуска из моццареллы, помидоров и базилика	4 ИНГРЕДИЕНТА	20 минут
1867	Пти-фарси	15 ИНГРЕДИЕНТОВ	1 час
1868	Клубничный тарт с сырным наполнителем	13 ИНГРЕДИЕНТОВ	55 минут
1869	Салат из свеклы	6 ИНГРЕДИЕНТОВ	2 часа
1870	Печеные яблоки с курагой и финиками	9 ИНГРЕДИЕНТОВ	30 минут
1871	Говядина «Веллингтон» с тимьяном и розмарином	11 ИНГРЕДИЕНТОВ	4 часа
1872	Хаггис Дмитрия Зотова	12 ИНГРЕДИЕНТОВ	5 часов
1873	Курица с ананасами под сыром	6 ИНГРЕДИЕНТОВ	55 минут
1874	Маринованный чеснок	5 ИНГРЕДИЕНТОВ	20 минут
1875	Кокосовый суп из лука-порея	10 ИНГРЕДИЕНТОВ	30 минут
1876	Яичница в корзинке с беконом	4 ИНГРЕДИЕНТА	10 минут
1877	Салат с курицей, сыром и ананасами	6 ИНГРЕДИЕНТОВ	1 час
1878	Салат из нектаринов с куриными сердцами	11 ИНГРЕДИЕНТОВ	10 минут
1879	Картофель по-деревенски с соусом	14 ИНГРЕДИЕНТОВ	1 час
1880	Тоффи	6 ИНГРЕДИЕНТОВ	20 минут
1881	Лимонный пирог	7 ИНГРЕДИЕНТОВ	1 час 30 минут
1882	Оладьи на кефире с фруктами	8 ИНГРЕДИЕНТОВ	20 минут
1883	Фокачча	7 ИНГРЕДИЕНТОВ	25 минут
1884	Тушенка из свинины	16 ИНГРЕДИЕНТОВ	5 часов
1885	Салат «Столичный»	13 ИНГРЕДИЕНТОВ	1 час 30 минут
1886	Ризотто с белыми грибами и сливками	11 ИНГРЕДИЕНТОВ	30 минут
1887	Соус дзадзики с винным уксусом	8 ИНГРЕДИЕНТОВ	10 минут
1888	Утка с яблоками, запечённая в рукаве	10 ИНГРЕДИЕНТОВ	1 час 30 минут
1889	Торт бисквитный «Графские развалины»	8 ИНГРЕДИЕНТОВ	30 минут
1890	Салат из копченой курицы с ананасом и соусом хойсин	9 ИНГРЕДИЕНТОВ	25 минут
1891	Картошка с тушенкой	8 ИНГРЕДИЕНТОВ	40 минут
1892	Салат из моркови	7 ИНГРЕДИЕНТОВ	15 минут
1893	Запеканка с грибами	12 ИНГРЕДИЕНТОВ	2 часа
1894	Маринованный стейк	11 ИНГРЕДИЕНТОВ	30 минут
1895	Паштет из копченой скумбрии	6 ИНГРЕДИЕНТОВ	20 минут
1896	Апельсиновый глинтвейн	5 ИНГРЕДИЕНТОВ	20 минут
1897	Запеченое филе индейки в сливочно-грибном соусе	10 ИНГРЕДИЕНТОВ	2 часа 30 минут
1898	Салат из авокадо, томатов и базилика	7 ИНГРЕДИЕНТОВ	30 минут
1899	Творожная запеканка с черникой	6 ИНГРЕДИЕНТОВ	40 минут
1900	Индейка в духовке	12 ИНГРЕДИЕНТОВ	3 часа
1901	Клубничный суп	6 ИНГРЕДИЕНТОВ	1 час
1902	Дьявольские яйца со вкусом шакшуки	12 ИНГРЕДИЕНТОВ	20 минут
1903	Зеленая фасоль с песто из тыквенных семечек	11 ИНГРЕДИЕНТОВ	20 минут
1904	Яичница с помидорами на сливочном масле	3 ИНГРЕДИЕНТА	25 минут
1905	Куриные голени в духовке	7 ИНГРЕДИЕНТОВ	1 час
1906	Жареные пирожки с картофелем	8 ИНГРЕДИЕНТОВ	2 часа
1907	Коулсло с апельсиновой заправкой	11 ИНГРЕДИЕНТОВ	30 минут
1908	Яблочный пирог с манкой	6 ИНГРЕДИЕНТОВ	1 час 20 минут
1909	Дорада на помидорах с картофелем	7 ИНГРЕДИЕНТОВ	1 час
1910	Полтавский борщ	18 ИНГРЕДИЕНТОВ	3 часа
1911	Свичкова на сметане с кнедликами	22 ИНГРЕДИЕНТА	1 час
1912	Юкхе	10 ИНГРЕДИЕНТОВ	25 минут
1913	Гибаница	6 ИНГРЕДИЕНТОВ	40 минут
1914	Вьетнамский суп с курицей и ананасом	14 ИНГРЕДИЕНТОВ	1 час
1915	Тыквенный кекс	12 ИНГРЕДИЕНТОВ	2 часа
1916	Пирог с курицей	12 ИНГРЕДИЕНТОВ	1 час
1917	Теплый салат из баранины с рукколой, свекольными листьями и песто из кинзы и мяты	10 ИНГРЕДИЕНТОВ	10 минут
1918	Оладьи из кабачков с зеленью	8 ИНГРЕДИЕНТОВ	20 минут
1919	Запеканка из макарон	14 ИНГРЕДИЕНТОВ	40 минут
1920	Бармбрэк	11 ИНГРЕДИЕНТОВ	1 час
1921	Шоколадные кексы с шоколадом	5 ИНГРЕДИЕНТОВ	20 минут
1922	Корн-дог	9 ИНГРЕДИЕНТОВ	15 минут
1923	Морковный суп	11 ИНГРЕДИЕНТОВ	40 минут
1924	Котлеты капустные	6 ИНГРЕДИЕНТОВ	30 минут
1925	Бань-сео	19 ИНГРЕДИЕНТОВ	40 минут
1926	Запеченная овощная лазанья по-средиземноморски	20 ИНГРЕДИЕНТОВ	2 часа 30 минут
1927	Сырный суп с фрикадельками	7 ИНГРЕДИЕНТОВ	30 минут
1928	Суп-пюре из кабачков с плавленым сыром	6 ИНГРЕДИЕНТОВ	30 минут
1929	Утиная грудка с морковным кремом и мушмулой	13 ИНГРЕДИЕНТОВ	40 минут
1930	Риет из телячьих мозгов	9 ИНГРЕДИЕНТОВ	20 минут
1931	Запеченые куриные ножки	8 ИНГРЕДИЕНТОВ	30 минут
1932	Омлет с сыром и белым хлебом	5 ИНГРЕДИЕНТОВ	30 минут
1933	Домашние сырники с манкой	7 ИНГРЕДИЕНТОВ	1 час
1934	Печеная брюссельская капуста с чесноком	6 ИНГРЕДИЕНТОВ	30 минут
1935	Жареные в духовке картофельные палочки по-японски	5 ИНГРЕДИЕНТОВ	1 час
1936	Салат из курицы с ананасами, грибами и сыром	8 ИНГРЕДИЕНТОВ	15 минут
1937	Мясо по-французски с картофелем, помидорами и сыром	8 ИНГРЕДИЕНТОВ	50 минут
1938	Цыганский стейк	9 ИНГРЕДИЕНТОВ	30 минут
1939	Ржаной хлеб	9 ИНГРЕДИЕНТОВ	2 часа
1940	Куриная грудка в конверте, запеченная с овощами и сыром	11 ИНГРЕДИЕНТОВ	1 час
1941	Сугудай из красной рыбы	6 ИНГРЕДИЕНТОВ	20 минут
1942	Запеченный батат с яйцом	11 ИНГРЕДИЕНТОВ	1 час
1943	Жареный рис с яйцом и беконом	4 ИНГРЕДИЕНТА	1 час
1944	Спаржа со сливочным маслом и лимонным соком	5 ИНГРЕДИЕНТОВ	15 минут
1945	Хумус с кедровыми орехами и кайенским перцем	11 ИНГРЕДИЕНТОВ	10 минут
1946	Ачма	7 ИНГРЕДИЕНТОВ	1 час 30 минут
1947	Куриная печень с луком на сковороде	8 ИНГРЕДИЕНТОВ	30 минут
1948	Салат из моркови и миндаля со слабосоленым лососем	12 ИНГРЕДИЕНТОВ	15 минут
1949	Крок-мадам	11 ИНГРЕДИЕНТОВ	35 минут
1950	Картофель в духовке с яйцами и мускатным орехом	7 ИНГРЕДИЕНТОВ	40 минут
1951	Винегрет с анчоусами и руколой	11 ИНГРЕДИЕНТОВ	20 минут
1952	Олиболы	9 ИНГРЕДИЕНТОВ	2 часа 15 минут
1953	Жареное тельное	12 ИНГРЕДИЕНТОВ	1 час 30 минут
1954	Таратор	7 ИНГРЕДИЕНТОВ	20 минут
1955	Морковный торт	14 ИНГРЕДИЕНТОВ	2 часа
1956	Свинина в кисло-сладком соусе с ананасами и рисом	10 ИНГРЕДИЕНТОВ	45 минут
1957	Пирог с творогом и яблоками	11 ИНГРЕДИЕНТОВ	50 минут
1958	Мягкий манник с какао	6 ИНГРЕДИЕНТОВ	1 час
1959	Мамалыга	5 ИНГРЕДИЕНТОВ	30 минут
1960	Панна-котта классическая	6 ИНГРЕДИЕНТОВ	50 минут
1961	Курица в бальзамической карамели	6 ИНГРЕДИЕНТОВ	20 минут
1962	Сырный суп с креветками	9 ИНГРЕДИЕНТОВ	50 минут
1963	Тиллилиха	12 ИНГРЕДИЕНТОВ	2 часа 30 минут
1964	Гороховый суп с курицей	9 ИНГРЕДИЕНТОВ	2 часа
1965	Шоколадный торт	15 ИНГРЕДИЕНТОВ	1 час
1966	Зеленые щи	13 ИНГРЕДИЕНТОВ	1 час
1967	Мини-чебуреки	9 ИНГРЕДИЕНТОВ	50 минут
1968	Салат из нектаринов с помидорами и креветками	12 ИНГРЕДИЕНТОВ	10 минут
1969	Паста с креветками и шпинатом под сливочно-чесночным соусом	10 ИНГРЕДИЕНТОВ	30 минут
1970	Куриная грудка со сморчками и сливочно-хересным соусом	15 ИНГРЕДИЕНТОВ	1 час 40 минут
1971	Бефстроганов со свекольно-земляничным гарниром	23 ИНГРЕДИЕНТА	40 минут
1972	Салат по-гавайски	5 ИНГРЕДИЕНТОВ	10 минут
1973	Салат из листьев романо с заправкой из синего сыра	10 ИНГРЕДИЕНТОВ	20 минут
1974	Компот из сухофруктов и брусники	4 ИНГРЕДИЕНТА	30 минут
1975	Рагу из кролика	15 ИНГРЕДИЕНТОВ	45 минут
1976	Косидо	13 ИНГРЕДИЕНТОВ	3 часа
1977	Паста «Верочка»	6 ИНГРЕДИЕНТОВ	13 минут
1978	Курица в горчичном маринаде	14 ИНГРЕДИЕНТОВ	1 час 30 минут
1979	Гранатовый браслет	11 ИНГРЕДИЕНТОВ	30 минут
1980	Клаб-сэндвич с беконом	8 ИНГРЕДИЕНТОВ	10 минут
1981	Маффины с сыром и ветчиной	9 ИНГРЕДИЕНТОВ	1 час
1982	Тыквенный суп с шалфеем	11 ИНГРЕДИЕНТОВ	1 час 30 минут
1983	Пирожки с фетой и шпинатом (Spanakotiropita)	10 ИНГРЕДИЕНТОВ	35 минут
1984	Яблочное печенье с семечками и орехами	8 ИНГРЕДИЕНТОВ	50 минут
1985	Кеджери с копченым лососем	18 ИНГРЕДИЕНТОВ	20 минут
1986	Кантуччи	8 ИНГРЕДИЕНТОВ	50 минут
1987	Харчо из баранины	15 ИНГРЕДИЕНТОВ	25 минут
1988	Крылышки в духовке	12 ИНГРЕДИЕНТОВ	50 минут
1989	Шаверма с корюшкой	16 ИНГРЕДИЕНТОВ	30 минут
1990	Бургер с семгой	19 ИНГРЕДИЕНТОВ	25 минут
1991	Тергуль	5 ИНГРЕДИЕНТОВ	10 минут
1992	Глазунья с белыми грибами и печеными помидорами	10 ИНГРЕДИЕНТОВ	10 минут
1993	Клюквенный крамбл с мюсли	3 ИНГРЕДИЕНТА	25 минут
1994	Семлы	13 ИНГРЕДИЕНТОВ	2 часа
1995	Запеканка творожная с манной крупой	9 ИНГРЕДИЕНТОВ	30 минут
1996	Зеленая шакшука	9 ИНГРЕДИЕНТОВ	15 минут
1997	Спагетти с курицей и грибами в сливочном соусе	10 ИНГРЕДИЕНТОВ	40 минут
1998	Овощной шеф-салат с говядиной с заправкой из 10 ингредиентов	16 ИНГРЕДИЕНТОВ	20 минут
1999	Судак с соусом из белого вина	13 ИНГРЕДИЕНТОВ	45 минут
2000	Пшеничная лапша с курицей в соево-медовом соусе	15 ИНГРЕДИЕНТОВ	30 минут
2001	Домашний цитрусовый лимонад	6 ИНГРЕДИЕНТОВ	20 минут
2002	Рождественское печенье по-шведски	8 ИНГРЕДИЕНТОВ	3 часа
2003	Греческий салат с красным луком	12 ИНГРЕДИЕНТОВ	30 минут
2004	Копченое ризотто с лисичками	13 ИНГРЕДИЕНТОВ	30 минут
2005	Сало мокрого посола	6 ИНГРЕДИЕНТОВ	10 минут
2006	Жареные телячьи почки	7 ИНГРЕДИЕНТОВ	20 минут
2007	Чайная колбаска	5 ИНГРЕДИЕНТОВ	20 минут
2008	Куриные грудки с медом и кунжутом	8 ИНГРЕДИЕНТОВ	30 минут
2009	Салат из сырой свеклы	6 ИНГРЕДИЕНТОВ	15 минут
2010	Сациви по рецепту Похлебкина	15 ИНГРЕДИЕНТОВ	1 час
2011	Гуляш по-итальянски	12 ИНГРЕДИЕНТОВ	30 минут
2012	Суп-пюре гороховый с беконом	8 ИНГРЕДИЕНТОВ	1 час 45 минут
2013	Сдобные булочки	10 ИНГРЕДИЕНТОВ	6 часов
2014	Квашеная капуста с тмином	5 ИНГРЕДИЕНТОВ	30 минут
2015	Печенье творожное с изюмом	8 ИНГРЕДИЕНТОВ	30 минут
2016	Королевский творожный пирог	7 ИНГРЕДИЕНТОВ	1 час 20 минут
2017	Фокачча с оливками и розмарином	7 ИНГРЕДИЕНТОВ	1 час 30 минут
2018	Шоколадный пирог «Аль Капоне»	6 ИНГРЕДИЕНТОВ	50 минут
2019	Салат из помидоров с персиками и жареным сыром	12 ИНГРЕДИЕНТОВ	20 минут
2020	Быстрое песочное тесто	5 ИНГРЕДИЕНТОВ	40 минут
2021	Морковный суп с мандаринами	8 ИНГРЕДИЕНТОВ	45 минут
2022	Зеленый салат	11 ИНГРЕДИЕНТОВ	15 минут
2023	Чесночные гренки	4 ИНГРЕДИЕНТА	30 минут
2024	Пахлава	15 ИНГРЕДИЕНТОВ	3 часа
2025	«Цезарь» с курицей	9 ИНГРЕДИЕНТОВ	30 минут
2026	Баклажаны с сыром	7 ИНГРЕДИЕНТОВ	40 минут
2027	Снерт	12 ИНГРЕДИЕНТОВ	2 часа
2028	Суп гороховый с куриным мясом и копченостями	8 ИНГРЕДИЕНТОВ	2 часа 40 минут
2029	Щи вегетарианские	10 ИНГРЕДИЕНТОВ	30 минут
2030	«Наполеон»	7 ИНГРЕДИЕНТОВ	1 час
2031	Мексиканский суп	8 ИНГРЕДИЕНТОВ	1 час 10 минут
2032	Итальянская салатная заправка	5 ИНГРЕДИЕНТОВ	30 минут
2033	Постное хачапури со шпинатом и зеленью	12 ИНГРЕДИЕНТОВ	40 минут
2034	Ям сом о	14 ИНГРЕДИЕНТОВ	15 минут
2035	Котлеты из куриной грудки	14 ИНГРЕДИЕНТОВ	1 час 30 минут
2036	Салат с редиской	8 ИНГРЕДИЕНТОВ	30 минут
2037	Фаршированные мидии	15 ИНГРЕДИЕНТОВ	2 часа
2038	Пицца «Маргарита» с двумя сырами	13 ИНГРЕДИЕНТОВ	2 часа
2039	Яблочный тарт татен на сметанном тесте	8 ИНГРЕДИЕНТОВ	1 час
2040	Шу с кремом	10 ИНГРЕДИЕНТОВ	2 часа
2041	Крокеты из креветок	13 ИНГРЕДИЕНТОВ	30 минут
2042	Салат из шпината	5 ИНГРЕДИЕНТОВ	10 минут
2043	Тесто для пиццы с травами	6 ИНГРЕДИЕНТОВ	1 час
2044	Утка с яблоками	8 ИНГРЕДИЕНТОВ	1 час 30 минут
2045	Чернослив, фаршированный грецким орехом, в сметанном соусе	4 ИНГРЕДИЕНТА	15 минут
2046	Овощной суп	14 ИНГРЕДИЕНТОВ	40 минут
2047	Пассателли в курином бульоне	16 ИНГРЕДИЕНТОВ	20 минут
2048	Баклажанная икра с кинзой	6 ИНГРЕДИЕНТОВ	40 минут
2049	Шоколадный мусс	6 ИНГРЕДИЕНТОВ	20 минут
2050	Обжаренная треска с чечевицей	10 ИНГРЕДИЕНТОВ	45 минут
2051	Банановые оладьи на кефире	7 ИНГРЕДИЕНТОВ	25 минут
2052	Ласси из авокадо	10 ИНГРЕДИЕНТОВ	5 минут
2053	Домашнее мороженое	6 ИНГРЕДИЕНТОВ	30 минут
2054	Морковные котлеты	13 ИНГРЕДИЕНТОВ	1 час
2055	Яйца пашот с томатным соусом и кинзой	10 ИНГРЕДИЕНТОВ	35 минут
2056	Жареные курица и креветки с лапшой соба и маринованным имбирем	14 ИНГРЕДИЕНТОВ	1 час
2057	Блинный торт с кремом из сгущенного молока	10 ИНГРЕДИЕНТОВ	1 час
2058	Крем-суп из брокколи	8 ИНГРЕДИЕНТОВ	40 минут
2059	Запеканка с фаршем и картофелем	9 ИНГРЕДИЕНТОВ	35 минут
2060	Холодец из говядины	11 ИНГРЕДИЕНТОВ	5 часов
2061	Рыбный суп мармитако	14 ИНГРЕДИЕНТОВ	1 час
2062	Карбонара с ветчиной и беконом в сливочном соусе	6 ИНГРЕДИЕНТОВ	30 минут
2063	Телятина, тушенная с помидорами и белым вином	9 ИНГРЕДИЕНТОВ	1 час 10 минут
2064	Оладьи из куриных грудок	4 ИНГРЕДИЕНТА	20 минут
2065	Овощной милфей	8 ИНГРЕДИЕНТОВ	30 минут
2066	Мраморные яйца	5 ИНГРЕДИЕНТОВ	10 часов
2067	Маринованная хамса	12 ИНГРЕДИЕНТОВ	30 минут
2068	Грязная полба	14 ИНГРЕДИЕНТОВ	1 час 20 минут
2069	Аджапсандали классический	11 ИНГРЕДИЕНТОВ	2 часа
2070	Новогодний пряничный домик-светильник	12 ИНГРЕДИЕНТОВ	8 часов
2071	Строганина из омуля с медово-соевым соусом	5 ИНГРЕДИЕНТОВ	15 минут
2072	Панини с ветчиной и сыром	7 ИНГРЕДИЕНТОВ	30 минут
2073	Запеченная баранья голень	14 ИНГРЕДИЕНТОВ	2 часа
2074	Шоколадный кекс	6 ИНГРЕДИЕНТОВ	1 час
2075	Курица с ветчиной и базиликом	9 ИНГРЕДИЕНТОВ	30 минут
2076	Тосты с авокадо и сыром	7 ИНГРЕДИЕНТОВ	15 минут
2077	Брускетта классическая и с грибами	10 ИНГРЕДИЕНТОВ	35 минут
2078	Греческий жареный сыр	5 ИНГРЕДИЕНТОВ	10 минут
2079	Банановые оладьи	9 ИНГРЕДИЕНТОВ	15 минут
2080	Филе лосося в маринаде с наршарабом	7 ИНГРЕДИЕНТОВ	40 минут
2081	Лисички, тушеные в сметане	5 ИНГРЕДИЕНТОВ	35 минут
2082	Сэндвичи на белом хлебе с форшмаком и яблоком	6 ИНГРЕДИЕНТОВ	15 минут
2083	Гренки с чесноком	5 ИНГРЕДИЕНТОВ	15 минут
2084	Банановый коктейль с кефиром и медом	4 ИНГРЕДИЕНТА	5 минут
2085	Песто с базиликом	6 ИНГРЕДИЕНТОВ	30 минут
2086	Мусс из ряженки, земляники и базилика	6 ИНГРЕДИЕНТОВ	5 часов
2087	Грузинские роллы с соусом баже	18 ИНГРЕДИЕНТОВ	15 минут
2088	Печенье без выпечки	6 ИНГРЕДИЕНТОВ	30 минут
2089	Блины со сгущенкой	10 ИНГРЕДИЕНТОВ	1 час
2090	Легкий салат с курицей, фасолью и сыром	9 ИНГРЕДИЕНТОВ	15 минут
2091	Салат из крабовых палочек и апельсинов	6 ИНГРЕДИЕНТОВ	15 минут
2092	Брокколи с креветками и острым перцем	14 ИНГРЕДИЕНТОВ	20 минут
2093	Низкокалорийное печенье из мюсли	6 ИНГРЕДИЕНТОВ	30 минут
2094	Говяжья печенка с пюре из моркови и кинзы	12 ИНГРЕДИЕНТОВ	15 минут
2095	Ёсенабэ-ширу	15 ИНГРЕДИЕНТОВ	15 минут
2096	Соба сэн-сой	9 ИНГРЕДИЕНТОВ	20 минут
2097	Огуречный лимонад с лаймом	6 ИНГРЕДИЕНТОВ	10 минут
2098	Баветте с меч-рыбой, маслинами и фенхелем	13 ИНГРЕДИЕНТОВ	20 минут
2099	Пшенная каша без молока	8 ИНГРЕДИЕНТОВ	1 час
2100	Куриный салат по-гуамски	8 ИНГРЕДИЕНТОВ	30 минут
2101	Вафельный торт	5 ИНГРЕДИЕНТОВ	30 минут
2102	Курица в медово-горчичном маринаде с апельсинами	13 ИНГРЕДИЕНТОВ	1 час
2103	Печенье «Пуговицы»	6 ИНГРЕДИЕНТОВ	50 минут
2104	Картофельно-луковый суп-пюре «Типлокастра»	4 ИНГРЕДИЕНТА	1 час
2105	Спагетти алла путтанеска с анчоусами	14 ИНГРЕДИЕНТОВ	15 минут
2106	Печенье песочное по-венски	7 ИНГРЕДИЕНТОВ	1 час
2107	Рулет из крабовых палочек в лаваше	4 ИНГРЕДИЕНТА	1 час
2108	Домашние маффины с бананом и нутеллой (Starbucks has a rest)	9 ИНГРЕДИЕНТОВ	45 минут
2109	Кабардинский пирог с картофелем дэлен	19 ИНГРЕДИЕНТОВ	2 часа
2110	Яблочный пирог с ванильным соусом	11 ИНГРЕДИЕНТОВ	1 час
2111	Хлебный пудинг с мускатным орехом	9 ИНГРЕДИЕНТОВ	1 час
2112	Чечевица со шпинатом	9 ИНГРЕДИЕНТОВ	20 минут
2113	Сырники с медом	10 ИНГРЕДИЕНТОВ	40 минут
2114	Имбирный пряник	9 ИНГРЕДИЕНТОВ	2 часа
2115	Сабайон с клубникой	6 ИНГРЕДИЕНТОВ	15 минут
2116	Велосипедная курица	13 ИНГРЕДИЕНТОВ	1 час
2117	Блины с нутеллой	11 ИНГРЕДИЕНТОВ	1 час
2118	Треска с кремом из сельдерея	12 ИНГРЕДИЕНТОВ	40 минут
2119	Блинчики ажурные со сметаной	5 ИНГРЕДИЕНТОВ	30 минут
2120	Сладкий соус чили	8 ИНГРЕДИЕНТОВ	20 минут
2121	Домашняя чурчхела	4 ИНГРЕДИЕНТА	1 час
2122	Шоколадные пирожные	7 ИНГРЕДИЕНТОВ	1 час
2123	Оладьи из кабачков на топленом масле	5 ИНГРЕДИЕНТОВ	20 минут
2124	Кускус с зернами граната, кедровыми орешками, изюмом и йогуртом	10 ИНГРЕДИЕНТОВ	10 минут
2125	Печень по-венециански c пюре	9 ИНГРЕДИЕНТОВ	20 минут
2126	Вешенки по-кахетински	8 ИНГРЕДИЕНТОВ	40 минут
2127	Салат из нектаринов с айсбергом и соусом из голубого сыра	11 ИНГРЕДИЕНТОВ	10 минут
2128	Штрудель яблочный	13 ИНГРЕДИЕНТОВ	40 минут
2129	Жареная курица со спагетти из цукини	12 ИНГРЕДИЕНТОВ	20 минут
2130	Пельмени сибирские	8 ИНГРЕДИЕНТОВ	50 минут
2131	Бисквит простой	4 ИНГРЕДИЕНТА	40 минут
2132	Молодая капуста с креветками, йогуртом и травами	16 ИНГРЕДИЕНТОВ	30 минут
2133	Пирог из порея и сыра грюйер	10 ИНГРЕДИЕНТОВ	40 минут
2134	Паста с морепродуктами по рецепту ресторана «Мамина паста»	14 ИНГРЕДИЕНТОВ	25 минут
2135	Гуляш из свинины	13 ИНГРЕДИЕНТОВ	2 часа
2136	Луковый крем-суп	6 ИНГРЕДИЕНТОВ	30 минут
2137	Бланкетт из телятины	17 ИНГРЕДИЕНТОВ	2 часа 20 минут
